# %ECSV 1.0
# ---
# datatype:
# - {name: PROGRAM, datatype: string}
# - {name: CAP, datatype: string}
# - {name: RA, datatype: float64}
# - {name: DEC, datatype: float64}
# meta: !!omap
# - {CREADATE: '2024-08-14T14:04:13-07:00'}
# - {VERSION: v20240814}
# - {DESIFN: /global/cfs/cdirs/desi/survey/ops/surveyops/trunk/ops/tiles-main.ecsv}
# - {DESI1BFN: /global/cfs/cdirs/desi/users/raichoor/desi1b/tiles-add-dr11-20240520.ecsv}
# - {PROGRAMS: 'BRIGHT,DARK'}
# - {NPASSES: '6,9'}
# schema: astropy-2.0
PROGRAM CAP RA DEC
DARK SGC 42.847 14.246
DARK SGC 42.891 13.977
DARK SGC 42.847 13.708
DARK SGC 42.979 13.286
DARK SGC 43.154 13.056
DARK SGC 43.242 12.827
DARK SGC 43.286 12.712
DARK SGC 43.33 12.445
DARK SGC 43.33 12.215
DARK SGC 43.286 11.948
DARK SGC 43.154 11.682
DARK SGC 42.979 11.377
DARK SGC 42.803 10.845
DARK SGC 42.891 10.693
DARK SGC 43.022 10.352
DARK SGC 43.11 10.124
DARK SGC 43.11 10.048
DARK SGC 43.198 9.594
DARK SGC 43.374 9.367
DARK SGC 43.506 9.178
DARK SGC 43.638 8.838
DARK SGC 43.682 8.574
DARK SGC 43.682 8.499
DARK SGC 43.682 8.272
DARK SGC 43.813 7.858
DARK SGC 44.077 7.557
DARK SGC 44.604 7.331
DARK SGC 44.912 7.068
DARK SGC 45.703 6.392
DARK SGC 47.681 4.556
DARK SGC 47.812 4.593
DARK SGC 47.988 4.668
DARK SGC 48.164 4.668
DARK SGC 48.34 4.668
DARK SGC 48.516 4.668
DARK SGC 48.735 4.63
DARK SGC 49.087 4.481
DARK SGC 49.79 3.882
DARK SGC 50.317 3.434
DARK SGC 52.295 1.38
DARK SGC 52.427 1.418
DARK SGC 52.559 1.455
DARK SGC 52.646 1.455
DARK SGC 52.778 1.492
DARK SGC 52.866 1.492
DARK SGC 52.998 1.455
DARK SGC 53.174 1.455
DARK SGC 53.306 1.418
DARK SGC 53.569 1.343
DARK SGC 53.701 1.231
DARK SGC 53.921 1.119
DARK SGC 54.668 0.41
DARK SGC 54.712 0.448
DARK SGC 54.756 0.485
DARK SGC 54.888 0.522
DARK SGC 54.976 0.597
DARK SGC 55.02 0.634
DARK SGC 55.151 0.671
DARK SGC 55.283 0.709
DARK SGC 55.371 0.709
DARK SGC 55.415 0.746
DARK SGC 55.503 0.746
DARK SGC 55.679 0.746
DARK SGC 55.767 0.746
DARK SGC 55.854 0.746
DARK SGC 55.986 0.709
DARK SGC 56.118 0.671
DARK SGC 56.25 0.634
DARK SGC 56.382 0.597
DARK SGC 56.602 0.41
DARK SGC 56.777 0.261
DARK SGC 56.997 0.075
DARK SGC 58.184 -1.903
DARK SGC 58.271 -1.903
DARK SGC 58.359 -1.903
DARK SGC 58.403 -1.865
DARK SGC 58.491 -1.791
DARK SGC 58.535 -1.753
DARK SGC 58.579 -1.716
DARK SGC 58.667 -1.716
DARK SGC 58.755 -1.642
DARK SGC 58.799 -1.604
DARK SGC 58.887 -1.604
DARK SGC 58.931 -1.567
DARK SGC 59.019 -1.567
DARK SGC 59.062 -1.53
DARK SGC 59.15 -1.53
DARK SGC 59.194 -1.492
DARK SGC 59.282 -1.492
DARK SGC 59.37 -1.492
DARK SGC 59.458 -1.492
DARK SGC 59.546 -1.492
DARK SGC 59.634 -1.492
DARK SGC 59.722 -1.567
DARK SGC 59.766 -1.53
DARK SGC 59.897 -1.567
DARK SGC 59.985 -1.567
DARK SGC 60.029 -1.455
DARK SGC 60.073 -1.343
DARK SGC 60.117 -1.231
DARK SGC 60.161 -1.119
DARK SGC 60.205 -1.082
DARK SGC 60.249 -0.97
DARK SGC 60.293 -0.933
DARK SGC 60.381 -0.858
DARK SGC 60.425 -0.821
DARK SGC 60.513 -0.746
DARK SGC 60.557 -0.709
DARK SGC 60.601 -0.671
DARK SGC 60.688 -0.597
DARK SGC 60.732 -0.56
DARK SGC 60.776 -0.522
DARK SGC 60.908 -0.485
DARK SGC 60.952 -0.448
DARK SGC 61.04 -0.448
DARK SGC 61.084 -0.41
DARK SGC 61.172 -0.41
DARK SGC 61.216 -0.373
DARK SGC 61.348 -0.336
DARK SGC 61.436 -0.336
DARK SGC 61.479 -0.373
DARK SGC 61.567 -0.298
DARK SGC 61.611 -0.261
DARK SGC 61.699 -0.187
DARK SGC 61.787 -0.112
DARK SGC 61.831 -0.149
DARK SGC 61.919 -0.075
DARK SGC 61.963 -0.037
DARK SGC 62.051 -0.037
DARK SGC 62.095 0.0
DARK SGC 62.227 0.037
DARK SGC 62.314 0.037
DARK SGC 62.358 0.0
DARK SGC 62.446 0.075
DARK SGC 62.534 0.075
DARK SGC 62.622 0.075
DARK SGC 62.71 0.075
DARK SGC 62.754 0.112
DARK SGC 62.842 0.336
DARK SGC 62.886 0.522
DARK SGC 62.974 0.671
DARK SGC 63.018 0.709
DARK SGC 63.105 0.858
DARK SGC 63.193 0.933
DARK SGC 63.281 1.007
DARK SGC 63.369 1.082
DARK SGC 63.413 1.119
DARK SGC 63.501 1.194
DARK SGC 63.545 1.231
DARK SGC 63.677 1.268
DARK SGC 63.765 1.343
DARK SGC 63.853 1.343
DARK SGC 63.896 1.38
DARK SGC 64.028 1.418
DARK SGC 64.116 1.418
DARK SGC 64.204 1.418
DARK SGC 64.292 1.492
DARK SGC 64.38 1.567
DARK SGC 64.468 1.642
DARK SGC 64.556 1.716
DARK SGC 64.644 1.791
DARK SGC 64.731 1.791
DARK SGC 64.819 1.865
DARK SGC 64.863 1.903
DARK SGC 64.995 1.94
DARK SGC 65.127 1.977
DARK SGC 65.215 1.977
DARK SGC 65.303 1.977
DARK SGC 65.347 2.015
DARK SGC 65.435 2.015
DARK SGC 65.522 2.015
DARK SGC 65.61 2.015
DARK SGC 65.742 1.977
DARK SGC 65.83 1.977
DARK SGC 65.874 1.94
DARK SGC 65.962 1.94
DARK SGC 66.05 1.865
DARK SGC 66.138 1.865
DARK SGC 66.27 1.828
DARK SGC 66.357 1.828
DARK SGC 66.401 1.865
DARK SGC 66.533 1.903
DARK SGC 66.665 1.94
DARK SGC 66.753 1.94
DARK SGC 66.841 1.94
DARK SGC 66.929 1.94
DARK SGC 67.017 1.94
DARK SGC 67.104 1.94
DARK SGC 67.192 1.94
DARK SGC 67.236 1.903
DARK SGC 67.324 1.903
DARK SGC 67.456 1.865
DARK SGC 67.5 1.828
DARK SGC 67.632 1.791
DARK SGC 67.676 1.753
DARK SGC 67.764 1.679
DARK SGC 67.896 1.642
DARK SGC 67.939 1.679
DARK SGC 68.027 1.679
DARK SGC 68.159 1.716
DARK SGC 68.247 1.716
DARK SGC 68.335 1.716
DARK SGC 68.423 1.716
DARK SGC 68.511 1.716
DARK SGC 68.687 1.716
DARK SGC 68.774 1.716
DARK SGC 68.862 1.716
DARK SGC 68.906 1.679
DARK SGC 68.994 1.679
DARK SGC 69.082 1.679
DARK SGC 69.17 1.604
DARK SGC 69.258 1.604
DARK SGC 69.346 1.53
DARK SGC 69.434 1.53
DARK SGC 69.609 1.53
DARK SGC 69.741 1.642
DARK SGC 69.917 1.791
DARK SGC 70.093 1.94
DARK SGC 70.181 2.015
DARK SGC 70.356 2.089
DARK SGC 70.488 2.127
DARK SGC 70.62 2.164
DARK SGC 70.708 2.164
DARK SGC 70.796 2.164
DARK SGC 70.884 2.164
DARK SGC 71.06 2.164
DARK SGC 71.147 2.164
DARK SGC 71.235 2.164
DARK SGC 71.367 2.127
DARK SGC 71.411 2.089
DARK SGC 71.499 2.089
DARK SGC 71.587 2.015
DARK SGC 71.719 1.977
DARK SGC 71.763 1.94
DARK SGC 71.851 1.865
DARK SGC 71.938 1.791
DARK SGC 72.026 1.716
DARK SGC 72.114 1.716
DARK SGC 72.202 1.716
DARK SGC 72.334 1.679
DARK SGC 72.466 1.642
DARK SGC 72.51 1.604
DARK SGC 72.642 1.567
DARK SGC 72.686 1.53
DARK SGC 72.861 1.455
DARK SGC 72.905 1.418
DARK SGC 72.949 1.38
DARK SGC 73.037 1.306
DARK SGC 73.125 1.231
DARK SGC 73.169 1.119
DARK SGC 73.257 1.045
DARK SGC 73.301 0.933
DARK SGC 73.389 0.858
DARK SGC 73.433 0.746
DARK SGC 73.477 0.709
DARK SGC 73.521 0.597
DARK SGC 73.564 0.41
DARK SGC 73.564 0.336
DARK SGC 73.564 0.112
DARK SGC 73.564 -0.037
DARK SGC 73.564 -0.187
DARK SGC 73.521 -0.373
DARK SGC 73.521 -0.522
DARK SGC 73.564 -0.634
DARK SGC 73.608 -0.746
DARK SGC 73.652 -0.858
DARK SGC 73.696 -0.97
DARK SGC 73.696 -1.045
DARK SGC 73.74 -1.156
DARK SGC 73.74 -1.306
DARK SGC 73.74 -1.455
DARK SGC 73.74 -1.604
DARK SGC 73.784 -1.642
DARK SGC 73.828 -1.753
DARK SGC 73.872 -1.865
DARK SGC 73.916 -1.977
DARK SGC 73.916 -2.052
DARK SGC 73.96 -2.239
DARK SGC 74.092 -2.201
DARK SGC 74.224 -2.164
DARK SGC 74.443 -2.127
DARK SGC 74.531 -2.127
DARK SGC 74.663 -2.164
DARK SGC 74.751 -2.164
DARK SGC 74.883 -2.201
DARK SGC 74.971 -2.201
DARK SGC 75.103 -2.239
DARK SGC 75.146 -2.276
DARK SGC 75.278 -2.313
DARK SGC 75.366 -2.388
DARK SGC 75.41 -2.425
DARK SGC 75.542 -2.463
DARK SGC 75.63 -2.537
DARK SGC 75.674 -2.575
DARK SGC 75.762 -2.649
DARK SGC 75.806 -2.761
DARK SGC 75.85 -2.799
DARK SGC 75.938 -2.873
DARK SGC 75.981 -2.986
DARK SGC 76.025 -3.023
DARK SGC 76.069 -3.135
DARK SGC 76.069 -3.21
DARK SGC 76.113 -3.247
DARK SGC 76.157 -3.359
DARK SGC 76.157 -3.509
DARK SGC 76.201 -3.546
DARK SGC 76.201 -3.695
DARK SGC 76.201 -3.77
DARK SGC 76.201 -3.92
DARK SGC 76.333 -3.957
DARK SGC 76.597 -3.882
DARK SGC 76.816 -3.845
DARK SGC 76.992 -3.845
DARK SGC 77.124 -3.882
DARK SGC 77.3 -3.882
DARK SGC 77.432 -3.92
DARK SGC 77.52 -3.995
DARK SGC 77.651 -4.032
DARK SGC 77.739 -4.107
DARK SGC 77.827 -4.107
DARK SGC 77.915 -4.182
DARK SGC 78.003 -4.256
DARK SGC 78.091 -4.331
DARK SGC 78.179 -4.406
DARK SGC 78.179 -4.481
DARK SGC 78.267 -4.556
DARK SGC 78.354 -4.63
DARK SGC 78.398 -4.743
DARK SGC 78.53 -4.78
DARK SGC 78.706 -4.78
DARK SGC 78.926 -4.818
DARK SGC 79.058 -4.855
DARK SGC 79.189 -4.892
DARK SGC 79.277 -4.967
DARK SGC 79.409 -5.005
DARK SGC 79.497 -5.08
DARK SGC 79.585 -5.155
DARK SGC 79.673 -5.23
DARK SGC 79.761 -5.304
DARK SGC 79.805 -5.342
DARK SGC 79.893 -5.492
DARK SGC 79.937 -5.529
DARK SGC 80.024 -5.679
DARK SGC 80.024 -5.754
DARK SGC 80.068 -5.792
DARK SGC 80.112 -5.904
DARK SGC 80.2 -6.054
DARK SGC 80.288 -6.129
DARK SGC 80.332 -6.167
DARK SGC 80.42 -6.317
DARK SGC 80.464 -6.429
DARK SGC 80.508 -6.467
DARK SGC 80.552 -6.58
DARK SGC 80.552 -6.655
DARK SGC 80.596 -6.767
DARK SGC 80.596 -6.843
DARK SGC 80.64 -7.03
DARK SGC 80.64 -7.106
DARK SGC 80.64 -7.181
DARK SGC 80.596 -7.369
DARK SGC 80.596 -7.444
DARK SGC 80.552 -7.557
DARK SGC 80.508 -7.67
DARK SGC 80.464 -7.783
DARK SGC 80.376 -7.933
DARK SGC 80.332 -8.046
DARK SGC 80.156 -8.197
DARK SGC 79.937 -8.386
DARK SGC 80.024 -8.536
DARK SGC 80.112 -8.612
DARK SGC 80.2 -8.687
DARK SGC 80.244 -8.725
DARK SGC 80.332 -8.876
DARK SGC 80.376 -8.914
DARK SGC 80.464 -9.065
DARK SGC 80.464 -9.14
DARK SGC 80.508 -9.178
DARK SGC 80.552 -9.292
DARK SGC 80.552 -9.367
DARK SGC 80.596 -9.481
DARK SGC 80.596 -9.632
DARK SGC 80.596 -9.708
DARK SGC 80.596 -9.783
DARK SGC 81.079 -9.897
DARK SGC 81.255 -9.973
DARK SGC 81.431 -10.048
DARK SGC 81.606 -10.124
DARK SGC 81.694 -10.2
DARK SGC 81.87 -10.276
DARK SGC 81.914 -10.314
DARK SGC 82.046 -10.503
DARK SGC 82.134 -10.579
DARK SGC 82.178 -10.617
DARK SGC 82.266 -10.769
DARK SGC 82.31 -10.883
DARK SGC 82.354 -10.997
DARK SGC 82.397 -11.111
DARK SGC 82.397 -11.187
DARK SGC 82.441 -11.301
DARK SGC 82.441 -11.377
DARK SGC 82.441 -11.529
DARK SGC 82.441 -11.605
DARK SGC 82.441 -11.758
DARK SGC 82.441 -11.834
DARK SGC 82.397 -11.948
DARK SGC 82.354 -12.063
DARK SGC 82.397 -12.177
DARK SGC 83.452 -12.33
DARK SGC 83.804 -12.406
DARK SGC 84.023 -12.521
DARK SGC 84.155 -12.636
DARK SGC 84.375 -12.75
DARK SGC 84.727 -12.903
DARK SGC 84.946 -13.018
DARK SGC 85.078 -13.133
DARK SGC 85.21 -13.248
DARK SGC 85.298 -13.401
DARK SGC 85.386 -13.478
DARK SGC 85.474 -13.632
DARK SGC 85.518 -13.747
DARK SGC 85.562 -13.862
DARK SGC 85.605 -14.054
DARK SGC 85.605 -14.131
DARK SGC 85.649 -14.246
DARK SGC 85.649 -14.4
DARK SGC 85.649 -14.478
DARK SGC 85.605 -14.67
DARK SGC 85.562 -14.786
DARK SGC 85.562 -14.863
DARK SGC 85.518 -14.979
DARK SGC 85.43 -15.133
DARK SGC 85.957 -15.365
DARK SGC 86.353 -15.559
DARK SGC 86.528 -15.714
DARK SGC 86.704 -15.869
DARK SGC 86.88 -16.024
DARK SGC 86.924 -16.141
DARK SGC 87.012 -16.296
DARK SGC 87.1 -16.451
DARK SGC 87.144 -16.568
DARK SGC 87.187 -16.685
DARK SGC 87.187 -16.841
DARK SGC 87.187 -16.997
DARK SGC 87.187 -17.153
DARK SGC 87.187 -17.231
DARK SGC 87.275 -17.465
DARK SGC 87.363 -17.622
DARK SGC 87.539 -17.779
DARK SGC 87.627 -17.935
DARK SGC 87.759 -18.131
DARK SGC 87.979 -18.328
DARK SGC 88.198 -18.524
DARK SGC 88.286 -18.682
DARK SGC 88.374 -18.839
DARK SGC 88.462 -18.997
DARK SGC 88.594 -19.195
DARK SGC 88.726 -19.392
DARK SGC 88.77 -19.511
DARK SGC 88.813 -19.709
DARK SGC 88.857 -19.828
DARK SGC 88.901 -20.026
DARK SGC 88.901 -20.185
DARK SGC 88.857 -20.304
DARK SGC 88.857 -20.463
DARK SGC 88.813 -20.583
DARK SGC 88.813 -20.822
DARK SGC 89.033 -21.022
DARK SGC 89.297 -21.262
DARK SGC 89.473 -21.422
DARK SGC 89.561 -21.663
DARK SGC 89.648 -21.823
DARK SGC 89.692 -22.024
DARK SGC 89.736 -22.226
DARK SGC 89.868 -22.427
DARK SGC 90.0 -22.629
DARK SGC 90.088 -22.791
DARK SGC 90.132 -22.993
DARK SGC 90.132 -23.156
DARK SGC 90.176 -23.277
DARK SGC 90.132 -23.481
DARK SGC 90.088 -23.684
DARK SGC 90.088 -23.766
DARK SGC 90.0 -23.929
DARK SGC 89.912 -24.092
DARK SGC 89.824 -24.174
DARK SGC 89.692 -24.296
DARK SGC 89.561 -24.419
DARK SGC 89.429 -24.542
DARK SGC 89.297 -24.665
DARK SGC 89.033 -24.747
DARK SGC 88.77 -24.83
DARK SGC 88.506 -24.912
DARK SGC 88.022 -24.871
DARK SGC 87.451 -24.83
DARK SGC 87.275 -24.912
DARK SGC 87.012 -24.994
DARK SGC 86.792 -25.035
DARK SGC 86.44 -25.035
DARK SGC 85.43 -24.747
DARK SGC 85.078 -24.747
DARK SGC 84.683 -24.706
DARK SGC 84.199 -24.665
DARK SGC 84.111 -24.747
DARK SGC 83.936 -24.83
DARK SGC 83.716 -24.871
DARK SGC 83.496 -24.912
DARK SGC 83.276 -24.953
DARK SGC 82.881 -24.912
DARK SGC 82.749 -24.953
DARK SGC 82.529 -24.994
DARK SGC 82.31 -25.035
DARK SGC 82.046 -25.035
DARK SGC 81.738 -24.994
DARK SGC 79.937 -24.051
DARK SGC 79.849 -24.133
DARK SGC 79.805 -24.256
DARK SGC 79.717 -24.337
DARK SGC 79.629 -24.419
DARK SGC 79.541 -24.501
DARK SGC 79.365 -24.583
DARK SGC 79.277 -24.665
DARK SGC 79.146 -24.706
DARK SGC 79.014 -24.747
DARK SGC 78.882 -24.789
DARK SGC 78.75 -24.83
DARK SGC 78.486 -24.83
DARK SGC 78.354 -24.871
DARK SGC 78.135 -24.83
DARK SGC 77.915 -24.789
DARK SGC 77.476 -24.624
DARK SGC 76.553 -24.01
DARK SGC 76.377 -24.01
DARK SGC 76.289 -24.092
DARK SGC 76.201 -24.174
DARK SGC 76.157 -24.215
DARK SGC 76.025 -24.256
DARK SGC 75.938 -24.337
DARK SGC 75.806 -24.378
DARK SGC 75.762 -24.419
DARK SGC 75.63 -24.46
DARK SGC 75.41 -24.501
DARK SGC 75.322 -24.501
DARK SGC 75.146 -24.501
DARK SGC 75.059 -24.501
DARK SGC 74.839 -24.46
DARK SGC 74.619 -24.419
DARK SGC 74.531 -24.501
DARK SGC 74.443 -24.583
DARK SGC 74.399 -24.624
DARK SGC 74.355 -24.665
DARK SGC 74.18 -24.747
DARK SGC 74.136 -24.789
DARK SGC 74.004 -24.83
DARK SGC 73.872 -24.871
DARK SGC 73.828 -24.912
DARK SGC 73.74 -24.912
DARK SGC 73.608 -24.953
DARK SGC 73.521 -24.953
DARK SGC 73.345 -24.953
DARK SGC 73.257 -24.953
DARK SGC 73.081 -24.953
DARK SGC 72.993 -24.953
DARK SGC 72.773 -24.912
DARK SGC 72.598 -24.83
DARK SGC 72.554 -24.871
DARK SGC 72.378 -24.953
DARK SGC 72.29 -24.953
DARK SGC 72.202 -25.035
DARK SGC 72.114 -25.035
DARK SGC 72.07 -25.077
DARK SGC 71.895 -25.077
DARK SGC 71.851 -25.118
DARK SGC 71.763 -25.118
DARK SGC 71.587 -25.118
DARK SGC 71.499 -25.118
DARK SGC 71.411 -25.118
DARK SGC 71.191 -25.077
DARK SGC 71.06 -25.035
DARK SGC 70.928 -24.994
DARK SGC 70.796 -24.953
DARK SGC 70.62 -24.871
DARK SGC 70.532 -24.789
DARK SGC 70.312 -24.583
DARK SGC 70.093 -24.378
DARK SGC 69.741 -23.969
DARK SGC 69.653 -24.051
DARK SGC 69.609 -24.092
DARK SGC 69.521 -24.174
DARK SGC 69.434 -24.174
DARK SGC 69.346 -24.256
DARK SGC 69.302 -24.296
DARK SGC 69.258 -24.337
DARK SGC 69.126 -24.378
DARK SGC 69.082 -24.419
DARK SGC 68.994 -24.419
DARK SGC 68.95 -24.46
DARK SGC 68.818 -24.501
DARK SGC 68.73 -24.501
DARK SGC 68.687 -24.542
DARK SGC 68.599 -24.542
DARK SGC 68.511 -24.542
DARK SGC 68.423 -24.542
DARK SGC 68.247 -24.542
DARK SGC 68.159 -24.542
DARK SGC 68.071 -24.542
DARK SGC 67.983 -24.542
DARK SGC 67.896 -24.542
DARK SGC 67.852 -24.501
DARK SGC 67.72 -24.46
DARK SGC 67.632 -24.46
DARK SGC 67.5 -24.419
DARK SGC 67.412 -24.419
DARK SGC 67.368 -24.46
DARK SGC 67.236 -24.501
DARK SGC 67.148 -24.501
DARK SGC 67.104 -24.542
DARK SGC 67.061 -24.583
DARK SGC 66.929 -24.624
DARK SGC 66.841 -24.624
DARK SGC 66.753 -24.624
DARK SGC 66.709 -24.665
DARK SGC 66.621 -24.665
DARK SGC 66.489 -24.706
DARK SGC 66.401 -24.706
DARK SGC 66.313 -24.706
DARK SGC 66.27 -24.665
DARK SGC 66.182 -24.665
DARK SGC 66.094 -24.665
DARK SGC 66.006 -24.665
DARK SGC 65.874 -24.624
DARK SGC 65.83 -24.583
DARK SGC 65.742 -24.583
DARK SGC 65.61 -24.542
DARK SGC 65.566 -24.501
DARK SGC 65.435 -24.46
DARK SGC 65.391 -24.419
DARK SGC 65.303 -24.337
DARK SGC 65.171 -24.296
DARK SGC 65.083 -24.296
DARK SGC 64.995 -24.296
DARK SGC 64.951 -24.337
DARK SGC 64.863 -24.337
DARK SGC 64.775 -24.337
DARK SGC 64.688 -24.337
DARK SGC 64.6 -24.337
DARK SGC 64.512 -24.337
DARK SGC 64.424 -24.337
DARK SGC 64.336 -24.419
DARK SGC 64.292 -24.46
DARK SGC 64.204 -24.542
DARK SGC 64.116 -24.624
DARK SGC 64.028 -24.706
DARK SGC 63.94 -24.789
DARK SGC 63.853 -24.871
DARK SGC 63.809 -24.912
DARK SGC 63.677 -24.953
DARK SGC 63.633 -24.994
DARK SGC 63.501 -25.035
DARK SGC 63.413 -25.035
DARK SGC 63.369 -25.077
DARK SGC 63.237 -25.118
DARK SGC 63.149 -25.118
DARK SGC 63.062 -25.118
DARK SGC 63.018 -25.159
DARK SGC 62.93 -25.159
DARK SGC 62.842 -25.159
DARK SGC 62.754 -25.159
DARK SGC 62.622 -25.118
DARK SGC 62.534 -25.118
DARK SGC 62.446 -25.118
DARK SGC 62.402 -25.077
DARK SGC 62.314 -25.077
DARK SGC 62.183 -25.035
DARK SGC 62.139 -24.994
DARK SGC 62.007 -24.953
DARK SGC 61.963 -24.912
DARK SGC 61.919 -24.871
DARK SGC 61.831 -24.871
DARK SGC 61.743 -24.789
DARK SGC 61.655 -24.706
DARK SGC 61.611 -24.665
DARK SGC 61.523 -24.665
DARK SGC 61.392 -24.624
DARK SGC 61.304 -24.624
DARK SGC 61.216 -24.624
DARK SGC 61.128 -24.624
DARK SGC 61.04 -24.624
DARK SGC 60.952 -24.624
DARK SGC 60.864 -24.624
DARK SGC 60.776 -24.624
DARK SGC 60.732 -24.583
DARK SGC 60.645 -24.583
DARK SGC 60.557 -24.583
DARK SGC 60.425 -24.542
DARK SGC 60.381 -24.501
DARK SGC 60.337 -24.46
DARK SGC 60.161 -24.542
DARK SGC 60.029 -24.665
DARK SGC 59.897 -24.789
DARK SGC 59.766 -24.83
DARK SGC 59.678 -24.912
DARK SGC 59.546 -24.953
DARK SGC 59.414 -24.994
DARK SGC 59.37 -25.035
DARK SGC 59.238 -25.077
DARK SGC 59.15 -25.077
DARK SGC 59.019 -25.118
DARK SGC 58.931 -25.118
DARK SGC 58.843 -25.118
DARK SGC 58.667 -25.118
DARK SGC 58.579 -25.118
DARK SGC 58.491 -25.118
DARK SGC 58.447 -25.077
DARK SGC 58.359 -25.077
DARK SGC 58.228 -25.035
DARK SGC 58.184 -24.994
DARK SGC 58.096 -24.994
DARK SGC 57.964 -24.953
DARK SGC 57.92 -24.912
DARK SGC 57.832 -24.83
DARK SGC 57.744 -24.83
DARK SGC 57.568 -24.83
DARK SGC 57.48 -24.83
DARK SGC 57.393 -24.83
DARK SGC 57.305 -24.83
DARK SGC 57.217 -24.83
DARK SGC 57.085 -24.789
DARK SGC 56.997 -24.789
DARK SGC 56.865 -24.747
DARK SGC 56.821 -24.706
DARK SGC 56.689 -24.747
DARK SGC 56.558 -24.789
DARK SGC 56.426 -24.83
DARK SGC 56.206 -24.871
DARK SGC 56.118 -24.871
DARK SGC 56.03 -24.871
DARK SGC 55.854 -24.871
DARK SGC 55.767 -24.871
DARK SGC 55.679 -24.871
DARK SGC 55.547 -24.83
DARK SGC 55.459 -24.83
DARK SGC 55.327 -24.789
DARK SGC 55.283 -24.747
DARK SGC 55.195 -24.747
DARK SGC 55.107 -24.665
DARK SGC 55.02 -24.665
DARK SGC 54.844 -24.665
DARK SGC 54.536 -24.789
DARK SGC 54.36 -24.871
DARK SGC 54.229 -24.912
DARK SGC 54.009 -24.953
DARK SGC 53.921 -24.953
DARK SGC 53.745 -24.953
DARK SGC 53.569 -24.953
DARK SGC 53.525 -24.912
DARK SGC 53.35 -24.912
DARK SGC 53.218 -24.871
DARK SGC 53.042 -24.953
DARK SGC 52.778 -25.035
DARK SGC 52.559 -25.077
DARK SGC 52.471 -25.077
DARK SGC 52.295 -25.077
DARK SGC 52.119 -25.077
DARK SGC 51.943 -25.077
DARK SGC 51.724 -25.118
DARK SGC 51.636 -25.118
DARK SGC 51.46 -25.118
DARK SGC 51.284 -25.118
DARK SGC 51.196 -25.118
DARK SGC 50.977 -25.077
DARK SGC 50.845 -25.035
DARK SGC 50.713 -24.994
DARK SGC 50.537 -24.994
DARK SGC 50.317 -25.035
DARK SGC 50.142 -25.035
DARK SGC 49.922 -24.994
DARK SGC 49.79 -24.953
DARK SGC 49.614 -24.953
DARK SGC 49.526 -24.871
DARK SGC 49.395 -24.83
DARK SGC 49.263 -24.789
DARK SGC 49.175 -24.706
DARK SGC 49.087 -24.624
DARK SGC 48.384 -24.953
DARK SGC 48.032 -25.035
DARK SGC 47.856 -25.035
DARK SGC 47.593 -25.035
DARK SGC 47.461 -24.994
DARK SGC 47.241 -24.953
DARK SGC 47.109 -24.912
DARK SGC 46.846 -24.912
DARK SGC 46.582 -24.912
DARK SGC 46.318 -24.912
DARK SGC 46.187 -24.871
DARK SGC 45.967 -24.83
DARK SGC 45.835 -24.789
DARK SGC 45.659 -24.706
DARK SGC 45.571 -24.624
DARK SGC 45.396 -24.542
DARK SGC 44.78 -24.706
DARK SGC 44.165 -24.789
DARK SGC 43.066 -24.665
DARK SGC 41.484 -24.419
DARK SGC 41.309 -24.583
DARK SGC 41.089 -24.789
DARK SGC 40.737 -24.953
DARK SGC 40.342 -25.077
DARK SGC 39.771 -25.118
DARK SGC 38.496 -24.83
DARK SGC 38.101 -24.953
DARK SGC 37.529 -24.994
DARK SGC 35.947 -24.501
DARK SGC 35.112 -24.378
DARK SGC 34.805 -24.501
DARK SGC 34.409 -24.624
DARK SGC 33.882 -24.624
DARK SGC 33.53 -24.706
DARK SGC 32.871 -24.665
DARK SGC 32.036 -24.46
DARK SGC 31.729 -24.583
DARK SGC 31.333 -24.624
DARK SGC 30.806 -24.624
DARK SGC 30.234 -24.583
DARK SGC 29.795 -24.583
DARK SGC 28.433 -23.969
DARK SGC 28.213 -24.174
DARK SGC 27.993 -24.296
DARK SGC 27.817 -24.46
DARK SGC 27.642 -24.624
DARK SGC 27.422 -24.747
DARK SGC 27.202 -24.871
DARK SGC 26.895 -24.994
DARK SGC 26.587 -25.035
DARK SGC 26.147 -25.035
DARK SGC 25.444 -24.789
DARK SGC 24.609 -24.419
DARK SGC 24.39 -24.542
DARK SGC 24.17 -24.665
DARK SGC 23.906 -24.747
DARK SGC 23.643 -24.83
DARK SGC 23.291 -24.83
DARK SGC 22.852 -24.747
DARK SGC 21.929 -24.296
DARK SGC 21.753 -24.46
DARK SGC 21.621 -24.583
DARK SGC 21.357 -24.747
DARK SGC 21.094 -24.83
DARK SGC 20.962 -24.871
DARK SGC 20.654 -24.912
DARK SGC 20.303 -24.912
DARK SGC 19.995 -24.871
DARK SGC 19.248 -24.665
DARK SGC 19.028 -24.789
DARK SGC 18.853 -24.871
DARK SGC 18.721 -24.912
DARK SGC 18.501 -24.953
DARK SGC 18.237 -24.953
DARK SGC 17.974 -24.953
DARK SGC 17.49 -24.83
DARK SGC 17.095 -24.706
DARK SGC 16.743 -24.542
DARK SGC 16.128 -24.215
DARK SGC 15.425 -23.643
DARK SGC 15.117 -23.847
DARK SGC 14.985 -23.969
DARK SGC 14.854 -24.174
DARK SGC 14.722 -24.296
